Cluster,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Payment_Behaviour,Monthly_Balance,Credit_Score,UMKM_Kategori,DTI,PCA1,PCA2
0,33.04899546338302,29899.134025167426,2487.090657566688,5.73149708360337,5.779045150140419,15.889717001512206,155.02203499675957,3410.8279109958953,23.011211924821776,14.18654136962627,2423.003326852452,6.340591920501188,1.5416288615251674,6295.786627781378,31.830954803957876,207.96966947504862,1.4670339166126594,692.7401187577074,3.7253186433354935,321.4915367057633,1.382890473104342,0.7550658889608987,0.3738908550023875,-22951.686316940963,-38.311980822387405
1,32.054545454545455,2259316.418181818,4456.561248933715,4.763636363636364,5.672727272727273,15.545454545454545,147.4909090909091,3369.2545454545457,22.09090909090909,13.781818181818181,2222.2363636363634,5.472727272727273,1.4363636363636363,7457.0,33.088543735430854,221.96363636363637,1.3454545454545455,441.35308015139003,3.5454545454545454,420.15280165020437,1.4727272727272727,1.0,0.2946712889166152,2206064.8238414796,-1320.253351588383
2,34.745946805128746,102608.73726131185,8439.85847719119,4.449189361025749,4.9292677757762,11.090865741231324,117.23063473561513,3647.082706368549,16.13966302850482,11.357740807459997,2436.9808201759033,4.383384550174844,1.6815195507046732,6516.748860866801,33.442021750468555,255.26449083395147,1.2399067500264915,802.8915421904652,2.8148776094097703,600.7713117720775,1.2960156829500902,0.0369820917664512,0.10145844340412798,49862.24405530972,97.81050792654904
